"product_name","pnns_groups_1","energy_100g","fat_100g","carbohydrates_100g","sugars_100g","proteins_100g","salt_100g","nutrition.score.fr_100g","kcal","nutriscore"
"La Bisque de Homard","Fat and sauces",272,2.9,7,1.8,2.5,1.8,6,64.7619047619048,"C"
"Soupe à la Bolognaise","Composite foods",129,1,4.2,1.7,1.2,0.8128,2,30.7142857142857,"B"
"Soupe Oseille Cresson et crème fraîche","Composite foods",164,1.8,4.6,0.7,0.8,0.7112,4,39.047619047619,"C"
"Gazpacho","Fruits and vegetables",107,1.3,2.6,2.2,0.5,0.75,2,25.4761904761905,"B"
"Soupe à la thaï, légumes et lait de coco","Composite foods",191,2.7,4,1.2,0.8,0.7493,3,45.4761904761905,"C"
"8 Légumes à la Crème Fraiche","Composite foods",280,4.4,5.6,2.8,0.8,0.72,4,66.6666666666667,"C"
"Légumes et Kiri","Fruits and vegetables",190,2.4,4.2,0.9,1.3,0.7,3,45.2380952380952,"C"
"Doux plaisirs Légumes et kiri","Composite foods",190,2.4,4.2,0.9,1.3,1.778,7,45.2380952380952,"C"
"Doux Plaisir Potiron et Kiri","Fruits and vegetables",164,1.6,4.9,2.2,0.9,0.75,2,39.047619047619,"B"
"Doux Plaisir Potiron et Kiri","Fruits and vegetables",164,1.6,4.9,2.2,0.9,0.75,2,39.047619047619,"B"
"Délice de Tomates au Pesto","Composite foods",297,4.8,5.2,4,1,0.75,1,70.7142857142857,"B"
"Délice de Potiron aux Girolles","Composite foods",237,3.6,4.8,2,0.9,0.60452,3,56.4285714285714,"C"
"Soupe doux plaisir légumes et kiri","Composite foods",190,2.4,4.2,0.9,1.3,0.70104,3,45.2380952380952,"C"
"Suprême de volaille aux morilles","Composite foods",176,2,4.1,0.8,1.4,1.4,5,41.9047619047619,"C"
"PurSoup' Velouté de 10 Légumes","Fruits and vegetables",192,2.1,5.5,2.5,0.8,0.75,1,45.7142857142857,"B"
"PurSoup' Velouté de 10 Légumes","Composite foods",192,2.1,5.5,2.5,0.8,0.7493,2,45.7142857142857,"B"
"Pur Soup' Mouliné de 10 Légumes variés","Fruits and vegetables",150,1.2,4.6,1.4,0.9,0.7,0,35.7142857142857,"B"
"Pur Soup' Mouliné de 10 légumes variés","Fruits and vegetables",150,1.2,4.6,1.4,0.9,0.7,0,35.7142857142857,"B"
"Soupe à la Campagnarde Lentilles et Saucisse fumée","Composite foods",264,2.2,7,1.2,2.8,0.68,-1,62.8571428571429,"A"
"Pur Soup' Mouliné de Légumes Printaniers","Fruits and vegetables",169,1.6,5,1.2,0.9,0.65,1,40.2380952380952,"B"
"Délice d'Automne à la Crème Fraîche","Fruits and vegetables",161,1.6,4.9,2.1,0.7,0.7,2,38.3333333333333,"B"
"Pur Soup' - Velouté de 10 Légumes","Fruits and vegetables",192,2.1,5.5,2.5,0.8,0.75,2,45.7142857142857,"B"
"Soupe de poissons aux arômates","Composite foods",140,1,3.4,0.8,2.6,0.8,2,33.3333333333333,"B"
"Velouté cèpes et bolets ","fruits-and-vegetables",126,1,4.2,1,0.8,0.79,3,30,"C"
"Velouté de Légumes du Soleil","Fruits and vegetables",160,1.5,4.6,2.9,1,0.730000000000001,2,38.0952380952381,"B"
"Velouté de potiron à la crème fraîche","Fruits and vegetables",133,1.2,4.2,2.5,0.7,0.72,3,31.6666666666667,"C"
"Pur Soup' Velouté de légumes poêlés","Fruits and vegetables",225,2.8,5.2,2.1,1.1,0.730000000000001,1,53.5714285714286,"B"
"Fondue de Poireaux aux St Jacques","Composite foods",236,3.1,4.9,0.9,1.8,0.78,2,56.1904761904762,"B"
"Tomates et Vermicelles","Fruits and vegetables",148,0.9,4.9,1.9,1.2,0.78,2,35.2380952380952,"B"
"Duo d'Asperges aux Éclats de Morilles","Composite foods",219,3.6,4.1,0.6,0.7,0.77,4,52.1428571428571,"C"
"PurSoup' Oseille Cresson et crème fraîche","Fruits and vegetables",164,1.8,4.6,0.7,0.8,0.7,4,39.047619047619,"C"
"8 Légumes à la Crème fraîche","Fruits and vegetables",280,4.4,5.6,2.8,0.8,0.72,4,66.6666666666667,"C"
"Doux Plaisir Potiron et Kiri","Fruits and vegetables",161,1.5,4.9,2,0.9,0.739999999999999,2,38.3333333333333,"B"
"Pur Soup' - Mouliné de 10 Légumes","Fruits and vegetables",150,1.2,4.6,1.4,0.9,0.7,1,35.7142857142857,"B"
"Soupe à la chinoise légumes et vermicelles ","Fruits and vegetables",89,0.4,3.4,0.6,0.6,0.85,3,21.1904761904762,"C"
"Délice de Courgettes au Chèvre","Fruits and vegetables",168,2.2,3.9,1.5,0.9,0.75,3,40,"C"
"Pur Soup' Velouté de Champignons","fruits-and-vegetables",154,2,4,0.7,0.6,0.71,3,36.6666666666667,"C"
"Minestrone","Fruits and vegetables",195,2.1,5.4,1.6,1,0.74,2,46.4285714285714,"B"
"Velouté de 10 légumes","Fruits and vegetables",136,0.76,5.2,1.52,0.68,0.72,2,32.3809523809524,"B"
"Bio Velouté de 10 Légumes","Fruits and vegetables",136,0.8,5.2,1.5,0.7,0.71,1,32.3809523809524,"B"
"Pur Soup' - Velouté de Poireaux Pommes de Terre à la Crème Fraîche","Fruits and vegetables",190,2.4,4.9,1.1,0.8,0.69,3,45.2380952380952,"C"
"Légumes et vermicelles","Fruits and vegetables",139,1,4.6,1.4,0.9,0.77,2,33.0952380952381,"B"
"Tomates et Vermicelles","Fruits and vegetables",148,0.9,4.9,1.9,1.2,0.78,2,35.2380952380952,"B"
"Velouté de Légumes du Soleil","Fruits and vegetables",161,1.7,4.2,2.5,1,0.73,2,38.3333333333333,"B"
"Soupe à la Paysanne","Composite foods",146,1.2,3.7,0.6,1.6,0.72,1,34.7619047619048,"B"
"Soupe courgettes et vache qui rit","Composite foods",142,1.3,4.4,0.3,1.1,0.72,3,33.8095238095238,"C"
"Pur Soup ' Velouté de 10 Légumes","Fruits and vegetables",803,2.1,5.5,2.5,0.8,0.75,4,191.190476190476,"C"
"La Bisque de Homard","Fat and sauces",272,2.9,7,1.8,2.5,1.8,6,64.7619047619048,"C"
"Pur Soup' Velouté de légumes","Fruits and vegetables",188,2.1,5.3,2.4,0.8,0.75,2,44.7619047619048,"B"
"Velouté de Poireaux Pommes de Terre et pointe de crème","Fruits and vegetables",193,2.5,4.8,0.7,0.8,0.72,3,45.9523809523809,"C"
"Velouté de Poireaux Pommes de Terre et pointe de crème","Fruits and vegetables",197,2.5,4.8,0.8,1,0.7493,4,46.9047619047619,"C"
"PurSoup' Velouté de tomates","Fruits and vegetables",163,0.7,7.2,3.1,0.6,0.72898,1,38.8095238095238,"B"
"Pur Soup' Velouté de Légumes Verts","Fruits and vegetables",126,0.72,4.6,0.92,1,0.64,2,30,"B"
"PurSoup' Velouté de cresson","Fruits and vegetables",143,0.8,5.4,0.9,1,0.78,3,34.047619047619,"C"
"Soupe de Poissons aux Aromates","Composite foods",140,1,3.4,0.8,2.6,0.8,2,33.3333333333333,"B"
"Minestrone à la Milanaise","Fruits and vegetables",202,2,5.5,1.8,1.3,0.75,1,48.0952380952381,"B"
"Velouté Poireaux Pommes de Terre","Composite foods",109,0.6,4.2,0.4,0.7,0.89,8.36059300489711,25.952380952381,"C"
"Velouté Tomates","Composite foods",153,0.7,6.7,3.3,0.6,0.7366,8.36059300489711,36.4285714285714,"C"
"Velouté Légumes","Composite foods",100,0.5,4.3,0.4,0.4,0.7,8.36059300489711,23.8095238095238,"C"
"Minute Soup Gratinée petits légumes et croûtons","Composite foods",135,1,4.4,0.5,1,0.762,8.36059300489711,32.1428571428571,"C"
"Crème de Champignons","Composite foods",175,2.5,4.4,0.2,0.4,0.699999999999999,8.36059300489711,41.6666666666667,"C"
"Crème d'Asperges et Croûtons","Composite foods",185,1.9,6.3,1.8,0.3,0.739999999999999,8.36059300489711,44.047619047619,"C"
"Soupe royco","Composite foods",148,1.4,4.95,0.55,0.6,0.864,8.36059300489711,35.2380952380952,"C"
"Soupe Tomates à la Provençale","Fruits and vegetables",277,3.1,8.5,1.5,0.8,0.62992,8.36059300489711,65.9523809523809,"C"
"Délice de légumes","Composite foods",284,3.45,8.5,1.9,0.55,0.6,8.36059300489711,67.6190476190476,"C"
"Délice de Poireaux","Composite foods",236,3,6.5,0.8,0.7,0.6096,8.36059300489711,56.1904761904762,"C"
"Délice de potiron","Composite foods",209,1.9,7.7,1.4,0.5,0.72,3,49.7619047619048,"C"
"Royco Minute soup - Mouliné 10 Légumes","Fruits and vegetables",136,0.7,5.6,1.2,0.6,0.75,8.36059300489711,32.3809523809524,"C"
"Mouliné 7 légumes verts","Composite foods",160,1.8,4.5,0.4,0.7,1.9558,8.36059300489711,38.0952380952381,"C"
"Délice de courgettes","Composite foods",228,2.5,7.1,1.3,0.8,0.7,8.36059300489711,54.2857142857143,"C"
"Forestière & Croûtons","Composite foods",222,2.6,6.6,0.5,0.7,0.7,8.36059300489711,52.8571428571429,"C"
"Crème de tomates","Fruits and vegetables",160,0.8,7.1,2.5,0.5,0.7,8.36059300489711,38.0952380952381,"C"
"Légumes du Soleil et croûtons extra-craquants","Composite foods",224,2.4,7.1,1.6,0.7,1.7272,8.36059300489711,53.3333333333333,"C"
"Bouillon de volaille et vermicelles","Composite foods",86,0.1,4,0.3,0.7,1.78,8.36059300489711,20.4761904761905,"C"
"Soupe à la thaïlandaise","Composite foods",151,0.55,6.95,1.15,0.65,0.711,8.36059300489711,35.9523809523809,"C"
"ROYCO Délice de poulet","Composite foods",212,2.75,5.7,0.4,0.7,0.75,8.36059300489711,50.4761904761905,"C"
"Légumes & Mini Pâtes","Composite foods",224,2,8,1.8,0.8,0.72,8.36059300489711,53.3333333333333,"C"
"Royco tomates","Composite foods",193,0.9,7.8,2.8,1.2,0.659999999999999,8.36059300489711,45.9523809523809,"C"
"Velouté Potiron","Fruits and vegetables",161,1.3,6.2,2.1,0.3,0.69,3,38.3333333333333,"C"
"Soupe à l'Indienne","Composite foods",251,2.7,7.8,3.1,0.9,0.96,8.36059300489711,59.7619047619048,"C"
"Soupe à la Vietnamienne - Petits Légumes, Nouilles et Coriandre","Composite foods",126,0.2,5.7,1.4,1.1,0.730000000000001,3,30,"C"
"Soupe Miso & Tofu","Composite foods",91,0.3,3.7,1.3,0.9,0.8,8.36059300489711,21.6666666666667,"C"
"Soupe de Poissons & Croûtons Extra Craquants","Composite foods",233,2.6,6.6,1.1,1.3,0.82,8.36059300489711,55.4761904761905,"C"
"Cornichons Malossol à la Russe 820 g - Maille","Fruits and vegetables",107,0.5,4.3,4.3,1,2.6,5,25.4761904761905,"C"
"Sauce Madère","Fat and sauces",220,2.5,6,2.5,1.5,1.6,7,52.3809523809524,"C"
"Mayonnaise saveur forte","Fat and sauces",2718,71,3.3,2.5,1.4,1.3,18,647.142857142857,"D"
"Ketchup","Fat and sauces",436,0,24.8,19.2,0.8,3.6,15,103.809523809524,"D"
"Banania","Beverages",331,1.6,11.5,11,4.2,0.04,18,78.8095238095238,"D"
"Etoiles (Les Pâtes à Potage)","Cereals and potatoes",1527,2,72,3.7,13,0.013,-6,363.571428571429,"A"
"Les Pâtes à Potage, Alphabets ","Cereals and potatoes",1519,2,72,3.7,13,0.01397,-6,361.666666666667,"A"
"Perles","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Les pâtes à compter !","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Cheveux d\\\'Ange","Cereals and potatoes",1548,2,73,3.7,13,0.013,-6,368.571428571429,"A"
"Vermicelles","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Coquillettes","Cereals and potatoes",1548,2,72,3.7,13,0.0127,-6,368.571428571429,"A"
"Macaroni","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Macaroni (Offre Economique)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Macaroni (offre économique)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Nouilles fines","Cereals and potatoes",1527,2,72,3.7,13,0.013,-6,363.571428571429,"A"
"Pâtes Coudes Rayés","Cereals and potatoes",1548,2,72,3.7,13,0.0127,-6,368.571428571429,"A"
"Torti","Cereals and potatoes",1498,1.6,69,4.4,14,0.05,-5,356.666666666667,"A"
"Penne Rigate","Cereals and potatoes",1527,2,72,3.7,13,0.0127,-6,363.571428571429,"A"
"Pâtes Gansettes","Cereals and potatoes",1519,2,72,3.7,13,0.0127,-6,361.666666666667,"A"
"Penne Rigate (Format Eco)","Cereals and potatoes",1548,2,72,3.7,13,0.0127,-6,368.571428571429,"A"
"Spaghetti N°3","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Spaghetti (Offre Economique)","Cereals and potatoes",1548,2,72,3.7,13,0.0127,-6,368.571428571429,"A"
"Spaghetti (Lot de 5 paquets de 500 g + 1 Gratuit) ","Cereals and potatoes",1548,2,72,3.7,13,0.0130048,-6,368.571428571429,"A"
"Spaghetti","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Risetti - Panzani","Cereals and potatoes",1527,2,72,3.7,13,0.013,-6,363.571428571429,"A"
"Cheveux d'Ange (Maxi Format)","Cereals and potatoes",365,2,72,3.7,13,0.013,-9,86.9047619047619,"A"
"Coquillettes (Maxi Format)","Cereals and potatoes",1548,2,72,3.7,13,0.0127,-6,368.571428571429,"A"
"Macaroni (Maxi Format)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Macaroni (Maxi Format) Offre Economique","Cereals and potatoes",1548,2,72,3.7,13,0.0127,-6,368.571428571429,"A"
"Nouilles fines","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Coudes Rayés","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Torti (Maxi Format)","Cereals and potatoes",1548,2,72,3.7,13,0.0127,-6,368.571428571429,"A"
"Petits Paniers (maxi format)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Spaghetti ","Cereals and potatoes",1527,2,72,3.7,13,0.0127,-6,363.571428571429,"A"
"Spaghetti N°3 (Offre Économique)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Tagliatelle","Cereals and potatoes",1548,2,72,3.7,13,0.0130048,-1,368.571428571429,"A"
"Gnocchi à Poêler ","Cereals and potatoes",720,0.3,37,0.1,3.7,1.27,3,171.428571428571,"C"
"Torti à Poêler ","Cereals and potatoes",1525,1.7,72,5,12,0.01524,-5,363.095238095238,"A"
"Penne à Poêler (Cuisson 7 min)","Cereals and potatoes",1525,1.7,72,5,12,0.01,-5,363.095238095238,"A"
"Torti Tomates & Épinards","Cereals and potatoes",1498,1.6,69,4.4,14,0.05,-5,356.666666666667,"A"
"Coquillettes","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Macaroni","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Torti","Cereals and potatoes",1548,2,72,3.7,13,0.0127,-6,368.571428571429,"A"
"Capellini","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Capellini N° 1","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Spaghetti Grosso","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Spaghetti plat","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Coquillettes (+ 20 % Gratuit)","Cereals and potatoes",1548,2,72,3.7,13,1.3e-05,-6,368.571428571429,"A"
"Cheveux d'Ange (+ 20% Gratuit)","Cereals and potatoes",1519,2,72,3.7,13,0.01397,-6,361.666666666667,"A"
"Macaroni (+20% gratuits)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Torti (+ 20 % Gratuit)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Torti x 3 paquets de 500 g (+ 20 % Gratuit soit 300 g gratuits)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Spaghetti n°3 (500 g + 100 g gratuits)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Fusillini (Al dente 6 min)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Farfallini","Cereals and potatoes",1527,2,72,3.7,13,0.013,-6,363.571428571429,"A"
"Serpentini","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Coquillages","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Farfalle","Cereals and potatoes",1527,2,72,3.7,13,0.013,-6,363.571428571429,"A"
"Farfalle (Offre Economique)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Fusilli","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Farfalle","Cereals and potatoes",1527,2,72,3.7,13,0.013,-6,363.571428571429,"A"
"Les 3 Minutes, Serpentini","Cereals and potatoes",1548,2,72,3.7,13,0.013,-1,368.571428571429,"A"
"Les 3 Minutes, Coquillettes","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Les 3 Minutes, Macaroni","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Les 3 Minutes, Torti","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Spaghetti Les 3 minutes ","Cereals and potatoes",1548,2,72,3.7,13,0.01,-6,368.571428571429,"A"
"Les 3 Minutes Spaghetti","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Penne","Cereals and potatoes",1527,2,72,3.7,13,0.01,-6,363.571428571429,"A"
"Les 3 Minutes, Farfalle","Cereals and potatoes",1527,0,72,3.7,13,0.013,-6,363.571428571429,"A"
"Les 3 Minutes, Coquillettes (Format Eco)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Macaroni Les 3 Minutes (format eco)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Les 3 Minutes, Torti (Format Eco)","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Macaroni","Cereals and potatoes",1527,2,72,3.7,13,0.013,-6,363.571428571429,"A"
"Torti","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Penne Rigate","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Semoule moyenne","Cereals and potatoes",1527,2,72,3.7,13,0.005,-6,363.571428571429,"A"
"Graine de Couscous (Moyenne)","Cereals and potatoes",1565,2,72.9,3,13.2,0.0499999999999999,-5,372.619047619048,"A"
"Graine de Couscous (Moyenne)","Cereals and potatoes",1565,2,72.9,3,13.2,0.0499999999999999,-5,372.619047619048,"A"
"Graine de couscous facile","Cereals and potatoes",1563,2,73,3,13,0.0508,-5,372.142857142857,"A"
"Sauce aux tomates fraîches","Fat and sauces",209,0.93,8.9,7.1,0.9,1.46,6,49.7619047619048,"C"
"Sauce Tomate cuisinée aux petits légumes","Fat and sauces",527,5.5,15,8.1,2.7,2.8,9,125.47619047619,"C"
"Sauce bolognaise 425 g (lot de 2) Panzani","Fat and sauces",318,3.1,6.3,4.6,5.1,1.30048,4,75.7142857142857,"C"
"Sauce 4 Fromages","Fat and sauces",509,9.5,4.4,0.8,4.6,1.50114,12,121.190476190476,"D"
"Panzani Carbonara","Fat and sauces",528,10,5.1,0.8,4,4.572,16,125.714285714286,"D"
"Tomacouli 100% Tomates Fraîches nature (Lot de 2 x 200 g)","Fruits and vegetables",113,0.1,4.5,3.9,1.2,0.050038,-7,26.9047619047619,"A"
"Tomacouli","Fat and sauces",113,0.1,4.5,3.9,1.2,0.05,-7,26.9047619047619,"A"
"Tomacouli 100% Tomates Fraîches nature","Fruits and vegetables",113,0.1,4.5,3.9,1.2,0.050038,-7,26.9047619047619,"A"
"Tomacouli aux Tomates Fraîches saveur herbes de Provence","Fat and sauces",129,0.2,4.9,4.6,1.6,0.08,-5,30.7142857142857,"A"
"Tomacouli Basilic","Fat and sauces",113,0.1,4.5,3.9,1.2,0.05,-7,26.9047619047619,"A"
"Tomacoulis","Fruits and vegetables",163,0.1,6.9,5.6,1.5,0.75,-3,38.8095238095238,"A"
"Tomacouli aux Tomates Fraîches saveur ail et fines herbes 500 g","Fruits and vegetables",161,0.3,7,4.5,1.4,0.100076,-7,38.3333333333333,"A"
"TomaPizza Tomates et Origan Panzani","Fat and sauces",181,1,6.6,5.6,1.4,1.31064,5,43.0952380952381,"C"
"Tomacouli Bio","Fruits and vegetables",91,0.1,3.5,3.5,1.3,0.16002,-5,21.6666666666667,"A"
"Tomacouli nature","Fat and sauces",110,0.2,4,4,1.3,0.08,-7,26.1904761904762,"A"
"Le Ravioli (Pur Bœuf, Farce au Bœuf)","Cereals and potatoes",370,2.3,12.6,1.4,3.8,0.899999999999999,1,88.0952380952381,"B"
"Le Ravioli, Pur Bœuf","Cereals and potatoes",370,2.3,12.6,1.4,3.8,0.9,2,88.0952380952381,"B"
"Le Ravioli (Pur Bœuf)","Cereals and potatoes",370,2.3,12.6,1.4,3.8,0.899999999999999,2,88.0952380952381,"B"
"Ravioli pur boeuf sauce italienne","Cereals and potatoes",364,2,13,1.9,3.7,1.2,4,86.6666666666667,"C"
"Le Ravioli Bolognaise","Cereals and potatoes",406,3.4,11.3,1.7,4.9,0.9,1,96.6666666666667,"B"
"Le Ravioli Bolognaise (Farce au Bœuf)","Cereals and potatoes",409,3,12.3,1.4,4.9,1.1,3,97.3809523809524,"C"
"Le Spaghetti Bolognaise","Composite foods",307,1.7,10.5,2.6,3.5,0.95,2,73.0952380952381,"B"
"Le Cannelloni","Cereals and potatoes",430,3.5,12.5,2.2,4.5,0.85,3,102.380952380952,"C"
"Le Cannelloni (100 % pur Bœuf)","Cereals and potatoes",410,3,12.5,2,4.6,1.1,3,97.6190476190476,"C"
"Tomapulp nature","Fat and sauces",154,0.1,6.5,4.6,1.6,0.2,-6,36.6666666666667,"A"
"La Lasagne authentique","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Lasagnes 10 minutes","Cereals and potatoes",1522,2,72,3.7,11.5,0.01,-6,362.380952380952,"A"
"Cannelloni à farcir","Cereals and potatoes",1548,2,72,3.7,13,0.013,-6,368.571428571429,"A"
"Paella. Filets de Poulet & Chorizo","Composite foods",527,2.4,18,1.2,7.1,0.9,0,125.47619047619,"B"
"Minis Quenelles de Veau au Naturel","Composite foods",701,12.9,8.5,0.5,4.4,1.5,12,166.904761904762,"D"
"6 Quenelles de Brochet, Sauce Nantua","Composite foods",439,6,9,1,3.4,0.899999999999999,4,104.52380952381,"C"
"Quenelles de Veau, Sauce Financière","Composite foods",429,5.4,9,1.1,4,0.8,4,102.142857142857,"C"
"6 Quenelles de Saumon, Sauce Océane","Composite foods",446,6.1,9.2,0.9,3.4,0.9,4,106.190476190476,"C"
"6 Quenelles de Volaille, Sauce Forestière","Composite foods",441,6,9.3,0.7,3.2,0.899999999999999,4,105,"C"
"Coquillettes nature avec une noix de beurre (Les Natures Express)","Composite foods",620,1.8,27,0.3,4.5,0.699999999999999,-1,147.619047619048,"A"
"Spaghettini Bolognaise (Les Cuisinées Express)","Composite foods",694,6.2,19.4,2.3,6.4,1.56,2,165.238095238095,"B"
"Penne Tomate Basilic","Cereals and potatoes",421,2.4,14,2.4,4.4,0.98,0,100.238095238095,"B"
"Tortellini Tomate Fromage Express Panzani","Cereals and potatoes",724,8.1,19,3.2,4.8,1,3,172.380952380952,"C"
"Wok Nouilles aux petits légumes","Composite foods",587,3.4,21.4,2.6,4.2,1.3,0,139.761904761905,"B"
"Wok Nouilles au poulet curry","Composite foods",587,3.3,20.1,0.9,6,1.45,1,139.761904761905,"B"
"Panza Cup Fusilli Poulet Rôti","Composite foods",483,2.3,17.6,2.8,6,1.2,1,115,"B"
"Pesto poivrons grillés","Fat and sauces",1345,30,8.2,3.2,3.9,2.5,18,320.238095238095,"D"
"Bolo Balls au boeuf","Fat and sauces",343,2.5,8.2,4.9,5.6,1.7,4,81.6666666666667,"C"
"Bolo Balls Spicy","Fat and sauces",486,5.8,6.5,4.9,8.4,1.3,1,115.714285714286,"B"
"Bolognaise","Fat and sauces",295,2.4,7.1,5.1,4.6,1.16,4,70.2380952380952,"C"
"Sauce provençale aux tomates fraîches","Fat and sauces",247,2.5,7.1,3.6,1.3,1.18,5,58.8095238095238,"C"
